"","imdb","iw","original_title","year","genre","country","language","description","avg_vote","votes","budget","log_budget","usa_gross_income","log_usa_gross_income","worldwide_gross_income","log_worldwide_gross_income","metascore","reviews_from_users","reviews_from_critics","ope","con","ext","agr","neu","age","gender","relation","duration","genre_family","genre_fantasy","genre_sport","genre_biography","genre_crime","genre_romance","genre_animation","genre_music","genre_comedy","genre_war","genre_sci.fi","genre_horror","genre_western","genre_thriller","genre_mystery","genre_drama","genre_action","genre_history","genre_documentary","genre_musical","genre_adventure"
"1","tt0004972","0","The Birth of a Nation",1915,"Drama, History, War","USA","None","The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan.",6.3,22213,NA,NA,NA,NA,NA,NA,NA,368,97,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","tt0006864","0","Intolerance: Love's Struggle Throughout the Ages",1916,"Drama, History","USA","English","The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",7.8,13875,NA,NA,NA,NA,NA,NA,99,111,77,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","tt0009968","0","Broken Blossoms or The Yellow Man and the Girl",1919,"Drama, Romance","USA",NA,"A frail waif, abused by her brutal boxer father in London's seedy Limehouse District, is befriended by a sensitive Chinese immigrant with tragic consequences.",7.3,9241,NA,NA,NA,NA,NA,NA,NA,89,78,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","tt0010323","0","Das Cabinet des Dr. Caligari",1920,"Fantasy, Horror, Mystery","Germany","German","Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",8.1,55601,NA,NA,8811,9.08375621986673,8811,9.08375621986673,NA,237,160,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","tt0012349","0","The Kid",1921,"Comedy, Drama, Family","USA","English, None","The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",8.3,109038,NA,NA,NA,NA,26916,10.2004761843082,NA,173,105,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","tt0012364","0","Körkarlen",1921,"Drama, Fantasy, Horror","Sweden","Swedish","On New Year's Eve, the driver of a ghostly carriage forces a drunken man to reflect on his selfish, wasted life.",8.1,10054,NA,NA,NA,NA,NA,NA,NA,68,82,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","tt0013442","0","Nosferatu, eine Symphonie des Grauens",1922,"Fantasy, Horror","Germany","German","Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.",7.9,86620,NA,NA,NA,NA,19054,9.85503233226672,NA,419,202,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","tt0014341","0","Our Hospitality",1923,"Comedy, Romance, Thriller","USA","English","A man returns to his Appalachian homestead. On the trip, he falls for a young woman. The only problem is her family has vowed to kill every member of his family.",7.8,9902,NA,NA,NA,NA,NA,NA,NA,54,47,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","tt0014429","0","Safety Last!",1923,"Action, Comedy, Thriller","USA","English","A boy leaves his small country town and heads to the big city to get a job. As soon as he makes it big his sweetheart will join him and marry him. His enthusiasm to get ahead leads to some interesting adventures.",8.1,17795,NA,NA,NA,NA,NA,NA,NA,91,93,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","tt0015064","0","Der letzte Mann",1924,"Drama","Germany",NA,"An aging doorman, after being fired from his prestigious job at a luxurious Hotel is forced to face the scorn of his friends, neighbours and society.",8.1,12157,NA,NA,94812,11.4596512625107,NA,NA,NA,61,82,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","tt0015163","0","The Navigator",1924,"Action, Comedy, Romance","USA",NA,"Two spoiled rich people find themselves trapped on an empty passenger ship.",7.7,8853,NA,NA,NA,NA,NA,NA,NA,55,39,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","tt0015324","0","Sherlock Jr.",1924,"Action, Comedy, Romance","USA","English","A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",8.2,39634,NA,NA,977375,13.7926256854268,NA,NA,NA,321,71,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","tt0015648","0","Bronenosets Potemkin",1925,"Drama, History, Thriller","Soviet Union","Russian","In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",8,51775,NA,NA,51198,10.8434557477646,61389,11.0249859449909,NA,210,85,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","tt0015864","0","The Gold Rush",1925,"Adventure, Comedy, Drama","USA","English, None","A prospector goes to the Klondike in search of gold and finds it and more.",8.2,97480,NA,NA,NA,NA,26916,10.2004761843082,NA,190,125,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","tt0015881","0","Greed",1924,"Drama, Thriller, Western","USA","English","The sudden fortune won from a lottery fans such destructive greed that it ruins the lives of the three people involved.",8.1,8898,NA,NA,NA,NA,NA,NA,NA,88,50,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","tt0016220","0","The Phantom of the Opera",1925,"Horror","USA",NA,"A mad, disfigured composer seeks love with a lovely young opera singer.",7.6,16255,NA,NA,3751476,15.1376599205064,4360000,15.2879826153252,NA,152,99,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","tt0016332","0","Seven Chances",1925,"Comedy, Romance","USA","English","A man learns he will inherit a fortune if he marries by 7 p.m. that same day.",7.9,8943,NA,NA,210748,12.2584183859021,NA,NA,NA,55,53,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","tt0016847","0","Faust: Eine deutsche Volkssage",1926,"Drama, Fantasy, Horror","Germany","German","The demon Mephisto wagers with God that he can corrupt a mortal man's soul.",8.1,13588,NA,NA,NA,NA,NA,NA,NA,65,54,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","tt0017075","0","The Lodger: A Story of the London Fog",1927,"Crime, Drama, Mystery","UK","None","A landlady suspects her new lodger is the madman killing women in London.",7.3,10024,NA,NA,NA,NA,83260,11.329723520749,NA,102,87,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","tt0017136","0","Metropolis",1927,"Drama, Sci-Fi","Germany","German","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",8.3,156076,NA,NA,1236166,14.0275252121889,1349711,14.1154010534234,98,495,208,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","tt0017925","0","The General",1926,"Action, Adventure, Comedy","USA","English","When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.",8.1,78769,NA,NA,NA,NA,NA,NA,NA,288,117,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","tt0018037","0","The Jazz Singer",1927,"Drama, Music, Musical","USA","English","The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of becoming a jazz singer.",6.5,8866,NA,NA,NA,NA,NA,NA,66,104,63,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","tt0018455","0","Sunrise: A Song of Two Humans",1927,"Drama, Romance","USA","English","An allegorical tale about a man fighting the good and evil within him. Both sides are made flesh - one a sophisticated woman he is attracted to and the other his wife.",8.1,46069,NA,NA,NA,NA,121107,11.7044297313388,NA,250,186,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","tt0018578","0","Wings",1927,"Drama, Romance, War","USA","English","Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.",7.5,11139,NA,NA,NA,NA,746,6.61472560020376,NA,95,92,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","tt0018737","0","Die Büchse der Pandora",1929,"Crime, Drama, Romance","Germany","German","The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.",7.9,9541,NA,NA,53485,10.8871565197402,62686,11.0458934162027,NA,90,85,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","tt0018742","0","The Cameraman",1928,"Comedy, Drama, Family","USA","English","Hopelessly in love with a woman working at MGM Studios, a clumsy man attempts to become a motion picture cameraman to be close to the object of his desire.",8.1,10101,NA,NA,NA,NA,1737460,14.3679348345733,NA,61,49,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","tt0018773","0","The Circus",1928,"Comedy, Romance","USA","English","The Tramp finds work and the girl of his dreams at a circus.",8.1,27414,NA,NA,NA,NA,26916,10.2004761843082,90,327,65,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","tt0019254","0","La passion de Jeanne d'Arc",1928,"Biography, Drama, History","France","French","In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",8.1,45823,NA,NA,21877,9.99319113561791,21877,9.99319113561791,NA,195,137,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","tt0019421","0","Steamboat Bill, Jr.",1928,"Action, Comedy, Drama","USA","English","The effete son of a cantankerous riverboat captain comes to join his father's crew.",7.9,12809,NA,NA,NA,NA,NA,NA,NA,79,69,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","tt0019702","0","Blackmail",1929,"Crime, Thriller","UK","English","After killing a man in self-defense, a young woman is blackmailed by a witness to the killing.",7,9412,NA,NA,NA,NA,NA,NA,NA,98,65,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","tt0020629","0","All Quiet on the Western Front",1930,"Drama, War","USA","English, French, German, Latin","A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",8,56356,NA,NA,NA,NA,NA,NA,91,240,102,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","tt0020640","0","Animal Crackers",1930,"Comedy, Musical","USA","English","Mayhem and zaniness ensue when a valuable painting goes missing during a party in honor of famed African explorer Captain Spaulding.",7.5,13341,NA,NA,NA,NA,NA,NA,77,99,49,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","tt0020697","0","Der blaue Engel",1930,"Drama, Music","Germany","German, English, French","An elderly professor's ordered life spins dangerously out of control when he falls for a nightclub singer.",7.7,13311,NA,NA,NA,NA,4410,8.39162996844089,88,104,101,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","tt0021079","0","Little Caesar",1931,"Action, Crime, Drama","USA","English","A small-time criminal moves to a big city to seek bigger fortune.",7.3,11746,NA,NA,NA,NA,NA,NA,NA,102,71,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","tt0021577","0","L'âge d'or",1930,"Comedy, Drama","France","French","A surrealist tale of a man and a woman who are passionately in love with each other, but their attempts to consummate that passion are constantly thwarted by their families, the Church, and bourgeois society.",7.3,12551,NA,NA,32712,10.3954972620445,32712,10.3954972620445,NA,57,72,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","tt0021749","0","City Lights",1931,"Comedy, Drama, Romance","USA","English","With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",8.5,162668,NA,NA,19181,9.86167548472169,46008,10.7365705733936,99,295,122,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","tt0021814","0","Dracula",1931,"Drama, Fantasy, Horror","USA","English, Hungarian, Latin","The ancient vampire Count Dracula arrives in England and begins to prey upon the virtuous young Mina.",7.5,45054,NA,NA,NA,NA,85204,11.3528036600722,NA,556,163,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","tt0021884","0","Frankenstein",1931,"Drama, Horror, Romance","USA","English, Latin","An obsessed scientist assembles a living being from parts of exhumed corpses.",7.8,63315,NA,NA,NA,NA,1626,7.39387829010776,91,569,125,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","tt0022100","0","M - Eine Stadt sucht einen Mörder",1931,"Crime, Mystery, Thriller","Germany","German","When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",8.3,139271,NA,NA,35566,10.4791454043036,35566,10.4791454043036,NA,359,155,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","tt0022158","0","Monkey Business",1931,"Comedy, Musical","USA","English","On a transatlantic crossing,",7.5,11207,NA,NA,NA,NA,NA,NA,NA,77,31,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","tt0022286","0","The Public Enemy",1931,"Crime, Drama","USA","English","A young hoodlum rises up through the ranks of the Chicago underworld, even as a gangster's accidental death threatens to spark a bloody mob war.",7.7,17299,NA,NA,NA,NA,NA,NA,NA,129,66,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","tt0022835","0","Dr. Jekyll and Mr. Hyde",1931,"Horror, Sci-Fi","USA","English","Dr. Jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic Mr. Hyde.",7.6,12225,NA,NA,NA,NA,16615,9.71806118078869,NA,127,62,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","tt0022913","0","Freaks",1932,"Drama, Horror","USA","English, German, French","A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",7.9,41173,NA,NA,NA,NA,4072,8.31188955823036,80,283,158,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","tt0022958","0","Grand Hotel",1932,"Drama, Romance","USA","English, Russian","A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.",7.4,16927,NA,NA,NA,NA,NA,NA,NA,130,88,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","tt0023027","0","Horse Feathers",1932,"Comedy, Musical, Romance","USA","English","Quincy Adams Wagstaff, the new president of Huxley University, accidentally hires bumblers Baravelli and Pinky to help his school win the big football game against the rival Darwin University.",7.6,11594,NA,NA,NA,NA,NA,NA,83,102,45,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","tt0023042","0","I Am a Fugitive from a Chain Gang",1932,"Crime, Drama, Film-Noir","USA","English","Wrongly convicted James Allen serves in the intolerable conditions of a southern chain gang, which later comes back to haunt him.",8.2,11390,NA,NA,NA,NA,NA,NA,NA,402,47,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","tt0023238","0","The Most Dangerous Game",1932,"Action, Adventure, Thriller","USA","English, Russian","An insane hunter arranges for a ship to be wrecked on an island where he can indulge in some sort of hunting and killing of the passengers.",7.2,10149,NA,NA,NA,NA,NA,NA,NA,110,103,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","tt0023245","0","The Mummy",1932,"Fantasy, Horror","USA","English, Arabic, French","A resurrected Egyptian mummy stalks a beautiful woman he believes to be the reincarnation of his lover and bride.",7.1,22728,NA,NA,NA,NA,NA,NA,NA,195,125,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","tt0023293","0","The Old Dark House",1932,"Comedy, Horror, Thriller","USA","English","Seeking shelter from a storm, five travelers are in for a bizarre and terrifying night when they stumble upon the Femm family estate.",7.1,8877,NA,NA,25678,10.153389873151,34649,10.4530241441727,NA,145,107,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","tt0023427","0","Scarface: The Shame of the Nation",1932,"Action, Crime, Drama","USA","English","An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",7.8,24697,NA,NA,NA,NA,1308000,14.0840098109993,NA,385,86,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","tt0023563","0","Das Testament des Dr. Mabuse",1933,"Crime, Horror, Mystery","Germany, France","German, French","A criminal mastermind uses hypnosis to rule the rackets after death.",8,11162,NA,NA,NA,NA,27690,10.228826616165,NA,72,87,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","tt0023622","0","Trouble in Paradise",1932,"Comedy, Crime, Romance","USA","English, Italian, Russian, Spanish, German","A gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. Romantic entanglements and jealousies confuse the scheme.",8,12531,NA,NA,NA,NA,NA,NA,NA,74,82,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","tt0023649","0","Vampyr",1932,"Fantasy, Horror","Germany, France","German","A drifter obsessed with the supernatural stumbles upon an inn where a severely ill adolescent girl is slowly becoming a vampire.",7.5,15250,NA,NA,NA,NA,NA,NA,NA,119,139,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","tt0023694","0","White Zombie",1932,"Horror","USA","English","A young man turns to a witch doctor to lure the woman he loves away from her fiancé, but instead turns her into a zombie slave.",6.3,9031,NA,NA,NA,NA,NA,NA,NA,180,94,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","tt0023969","0","Duck Soup",1933,"Comedy, Musical, War","USA","English","Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.",7.8,54717,NA,NA,NA,NA,103800,11.5502212497139,93,281,78,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","tt0024034","0","42nd Street",1933,"Comedy, Musical, Romance","USA","English","A director puts on what may be his last Broadway show and, at the last moment, a naive newcomer has to replace the star.",7.4,10490,NA,NA,NA,NA,1600,7.37775890822787,83,124,74,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","tt0024184","0","The Invisible Man",1933,"Horror, Sci-Fi","USA","English","A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",7.7,29291,NA,NA,NA,NA,27105,10.2074734916944,87,194,109,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","tt0024188","0","Island of Lost Souls",1932,"Horror, Sci-Fi","USA","English, Cantonese","An obsessed scientist conducts profane experiments in evolution, eventually establishing himself as the self-styled demigod to a race of mutated, half-human abominations.",7.4,7933,NA,NA,NA,NA,NA,NA,NA,113,116,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","tt0024216","1","King Kong",1933,"Adventure, Horror, Sci-Fi","USA","English","A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.",7.9,77507,NA,NA,NA,NA,651,6.47850964220857,90,511,162,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","tt0024601","0","Sons of the Desert",1933,"Comedy","USA","English","When Stan and Ollie trick their wives into thinking that they are taking a medicinal cruise while they're actually going to a convention, the wives find out the truth the hard way.",7.6,7655,NA,NA,NA,NA,NA,NA,NA,67,23,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","tt0024844","0","L'Atalante",1934,"Comedy, Drama, Romance","France","French, Russian","Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.",7.8,14140,NA,NA,NA,NA,9505,9.15957325492253,NA,78,99,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","tt0024894","0","The Black Cat",1934,"Adventure, Crime, Horror","USA","English, Latin, Hungarian","American honeymooners in Hungary become trapped in the home of a Satan-worshiping priest when the bride is taken there for medical help following a road accident.",7,9155,NA,NA,NA,NA,NA,NA,NA,154,93,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","tt0025316","0","It Happened One Night",1934,"Comedy, Romance","USA","English","A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.",8.1,91400,NA,NA,NA,NA,NA,NA,87,299,120,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","tt0025452","0","The Man Who Knew Too Much",1934,"Crime, Mystery, Thriller","UK","English, German, Italian, French","A man and his wife receive a clue to an imminent assassination attempt, only to learn that their daughter has been kidnapped to keep them quiet.",6.8,16558,NA,NA,NA,NA,NA,NA,NA,122,72,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","tt0025878","0","The Thin Man",1934,"Comedy, Crime, Mystery","USA","English","Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",8,25805,NA,NA,NA,NA,NA,NA,NA,151,90,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
