"","imdb","iw","original_title","year","genre","country","language","description","avg_vote","votes","budget","log_budget","usa_gross_income","log_usa_gross_income","worldwide_gross_income","log_worldwide_gross_income","metascore","reviews_from_users","reviews_from_critics","ope","con","ext","agr","neu","age","gender","relation","duration","genre_family","genre_fantasy","genre_sport","genre_biography","genre_crime","genre_romance","genre_animation","genre_music","genre_comedy","genre_war","genre_sci.fi","genre_horror","genre_western","genre_thriller","genre_mystery","genre_drama","genre_action","genre_history","genre_documentary","genre_musical","genre_adventure"
"6832","tt1291570","0","Solace",2015,"Crime, Drama, Mystery","USA","English","Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.",6.4,54382,NA,NA,NA,NA,22354572,16.9225414218619,36,171,118,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6833","tt1291580","0","Behind the Candelabra",2013,"Biography, Drama, Music","USA","English","A chronicle of the tempestuous six-year romance between megastar singer",7,40038,NA,NA,NA,NA,13352609,16.4072223544281,NA,176,270,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834","tt1291584","0","Warrior",2011,"Action, Drama, Sport","USA","English, Spanish","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",8.2,427585,NA,NA,13657115,16.4297711892153,23308615,16.9643335926873,71,688,339,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6835","tt1291652","0","Snabba cash",2010,"Action, Crime, Drama","Sweden, Germany, Denmark, France","Swedish, Serbian, Spanish, English, German","When JW becomes a drug runner in order to maintain his double life, his fate becomes tied to two other men: Jorge, a fugitive on the run from both the Serbian mafia and the police, and mafia enforcer Mrado, who is on the hunt for Jorge.",6.7,16374,NA,NA,205741,12.2343733751768,8444544,15.9490311103186,75,29,94,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6836","tt1292566","0","How to Be Single",2016,"Comedy, Drama, Romance","USA","English","A group of young adults navigate love and relationships in New York City.",6.1,79569,NA,NA,46843513,17.6623230938814,112343513,18.5370718157208,51,155,170,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6837","tt1292703","0","Oye Lucky! Lucky Oye!",2008,"Comedy, Crime, Drama","India","Hindi","A burglar reflects on his life and loves; while the media speculates how he managed to pull off so many heists.",7.7,15980,NA,NA,80037,11.2902443067359,1976868,14.4970243320936,NA,54,13,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6838","tt1293847","0","xXx: Return of Xander Cage",2017,"Action, Adventure, Thriller","China, Canada, USA","English, Spanish, Portuguese, Mandarin, Tagalog, Russian","Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",5.2,83629,NA,NA,44898413,17.6199130068762,346118277,19.6622911156481,42,376,282,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6839","tt1294213","0","Solitary Man",2009,"Comedy, Drama, Romance","USA","English, Spanish","A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.",6.3,15444,NA,NA,4360548,15.2881082955005,5682554,15.5529113375233,69,64,117,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6840","tt1294226","0","The Last Song",2010,"Drama, Music, Romance","USA","English","A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",6,79681,207,5.33271879326537,62950384,17.9578574185155,89137047,18.3056855972696,33,207,123,-0.091,-0.1234,0.143,0.0893,-0.0045,19.3972,0.9413,0.4289,108,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"6841","tt1294688","0","Last Night",2010,"Drama, Romance","USA, France","English","The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",6.6,46303,NA,NA,99000,11.5028751291167,11042068,16.2172229001118,50,93,158,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6842","tt1294970","0","The Angriest Man in Brooklyn",2014,"Comedy, Drama","USA","English","A perpetually angry man is informed he has 90 minutes to live and promptly sets out to reconcile with his family and friends in the short time he has left.",5.7,20633,NA,NA,NA,NA,615198,13.329699446193,21,71,62,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6843","tt1296898","0","Waiting for Forever",2010,"Comedy, Drama, Romance","USA","English","A Hollywood-set romantic tale of a guy who is content to live his life without a job yet with the love of his life, a young actress.",6,19521,NA,NA,25517,10.1471001756897,25517,10.1471001756897,26,54,25,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6844","tt1296899","0","Wake Wood",2009,"Drama, Horror, Thriller","Ireland, UK","English","The parents of a girl who was killed by a savage dog are granted the opportunity to spend three days with their deceased daughter.",5.5,7848,NA,NA,NA,NA,10342,9.24396855295617,NA,55,106,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6845","tt1297919","0","Blitz",2011,"Action, Crime, Thriller","UK, France, USA","English","A tough cop is dispatched to take down a serial killer who has been targeting police officers.",6.2,80603,NA,NA,NA,NA,11895069,16.291634502459,NA,137,71,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6846","tt1298554","0","Eva",2011,"Drama, Fantasy, Sci-Fi","Spain, France","Catalan","A shy genius is employed by his former university to design robot software.",6.7,9424,NA,NA,16738,9.72543686259282,1292789,14.0723124580494,57,28,54,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6847","tt1298649","1","The Watch",2012,"Comedy, Sci-Fi","USA","English","Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.",5.7,119823,NA,NA,35353000,17.3808938123354,68267862,18.0389496720738,36,235,274,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6848","tt1298650","1","Pirates of the Caribbean: On Stranger Tides",2011,"Action, Adventure, Fantasy","USA, UK","English, Spanish","Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",6.6,472435,NA,NA,241071802,19.3006053806915,1045713802,20.7679655532959,45,536,468,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6849","tt1300851","0","The Boondock Saints II: All Saints Day",2009,"Action, Crime, Thriller","USA","English, Italian, Spanish","The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the priest.",6.3,60835,NA,NA,10273188,16.1450479524301,10629321,16.1791268724548,24,197,86,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6850","tt1300854","1","Iron Man Three",2013,"Action, Adventure, Sci-Fi","USA","English","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",7.2,739816,NA,NA,409013994,19.8292599285807,1214811252,20.917854553523,62,1322,643,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6851","tt1302011","0","Kung Fu Panda 2",2011,"Animation, Action, Adventure","USA","English","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",7.2,247095,NA,NA,165249063,18.9229643664833,665692281,20.3163380811905,67,245,291,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6852","tt1302067","0","Yogi Bear",2010,"Animation, Adventure, Comedy","USA, New Zealand","English","A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo and Ranger Smith.",4.6,20027,807,6.69332366826995,100246011,18.4231378328356,203509374,19.1312226256681,35,114,146,-0.0992,-0.1913,-0.123,0.032,0.0058,23.3791,0.7362,0.4293,81,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"6853","tt1303828","0","Defendor",2009,"Comedy, Crime, Drama","Canada, USA, UK","English, Russian","Arthur Poppington, a regular man who adopts a superhero persona, known as ""Defendor"", combs the city streets at night, in search of his archenemy, Captain Industry.",6.8,35247,NA,NA,44462,10.7023901707619,44462,10.7023901707619,57,102,65,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6854","tt1305591","0","Mars Needs Moms",2011,"Animation, Action, Adventure","USA","English","A young boy named Milo gains a deeper appreciation for his mom after Martians come to Earth to take her away.",5.4,20780,NA,NA,21392758,16.8785630115031,39233678,17.4850460685705,49,127,134,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6855","tt1305797","0","Enthiran",2010,"Action, Sci-Fi","India","Tamil","A brilliant scientist creates a humanoid robot to protect mankind, but things go awry when human emotions are programmed and inner turmoil causes the robot to switch sides.",7.1,24470,NA,NA,NA,NA,3889511,15.173794000752,NA,203,54,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6856","tt1305806","0","El secreto de sus ojos",2009,"Drama, Mystery, Romance","Argentina, Spain","Spanish","A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.",8.2,187887,NA,NA,6391436,15.6704695272412,42629597,17.5680593352602,80,303,281,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6857","tt1306980","0","50/50",2011,"Comedy, Drama, Romance","USA","English","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",7.6,311992,NA,NA,35014192,17.3712640229809,41097853,17.5314664396592,72,429,339,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6858","tt1307068","0","Seeking a Friend for the End of the World",2012,"Adventure, Comedy, Drama","USA","English","As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",6.7,106300,NA,NA,7078738,15.7726062011942,11681781,16.2735410066167,59,267,278,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6859","tt1307873","0","The Big Bang",2010,"Action, Mystery, Thriller","USA","English","A private detective is hired to find a missing stripper. A simple job turns complicated when everyone he questions ends up dead.",5.4,6783,NA,NA,NA,NA,159991,11.9828728426339,25,48,36,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6860","tt1308728","0","The Happytime Murders",2018,"Action, Comedy, Crime","USA, China","English","When the puppet cast of a '90s children's TV show begin to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet takes on the case.",5.4,23196,NA,NA,20706452,16.8459559004914,27506452,17.1299311533001,27,467,199,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6861","tt1308729","0","Bullet to the Head",2012,"Action, Crime, Thriller","USA, India, Switzerland","English","After watching their respective partners die, a New Orleans hitman and a Washington, D.C. detective form an alliance in order to bring down their common enemy.",5.7,46846,NA,NA,9489829,16.0657311514564,21947209,16.9041505367813,48,157,293,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6862","tt1309000","0","Álom.net",2009,"Comedy, Romance, Sport","Hungary","Hungarian","Regina, the once popular girl has to make new friends at her new, conservative school. Problems arrive when she becomes enemies with Lívia, the school's queen bee, and falls in love with ...",1.8,9187,NA,NA,NA,NA,169466,12.0404075957113,NA,12,2,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6863","tt1311060","0","A.C.O.D.",2013,"Comedy","USA","English","A grown man caught in the crossfire of his parents' 15-year divorce discovers he was unknowingly part of a study on divorced children and is enlisted in a follow-up years later, which wreaks new havoc on his family.",5.6,12732,NA,NA,175705,12.0765617313685,175705,12.0765617313685,50,28,57,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6864","tt1311067","0","Halloween II",2009,"Horror","USA","English","Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois; meanwhile, Michael prepares for another reunion with his sister.",4.9,47460,NA,NA,33392973,17.3238560465905,39421467,17.4898210736083,35,564,240,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6865","tt1311071","0","Kill Your Darlings",2013,"Biography, Drama, Romance","USA","English","A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac, and William Burroughs.",6.5,34638,NA,NA,1030064,13.8451314941978,1877924,14.4456774693479,65,86,195,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6866","tt1313092","0","Animal Kingdom",2010,"Crime, Drama","Australia","English","A seventeen-year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.",7.3,53980,NA,NA,1044039,13.8586074030488,7209912,15.7909673039162,83,176,263,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6867","tt1313139","0","The Oranges",2011,"Comedy, Drama, Romance","USA","English","The enduring friendship between the Walling and Ostroff families is tested when Nina, the prodigal Ostroff daughter, returns home for the holidays after a five-year absence and enters into an affair with David, head of the Walling family.",5.8,12362,NA,NA,366377,12.811418136886,2316971,14.6557712871515,46,34,74,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6868","tt1314228","0","Did You Hear About the Morgans?",2009,"Comedy, Drama, Romance","USA","English, Ukrainian, French, Italian, Spanish","In New York City, an estranged couple who witness a murder are relocated to small town Wyoming as part of the Witness Protection Program.",4.8,37186,NA,NA,29580087,17.2026119564191,85280250,18.2614534498972,27,139,138,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6869","tt1314652","0","Hanyo",2010,"Drama, Thriller","South Korea","Korean, English","A man's affair with his family's housemaid leads to dark consequences.",6.4,9165,NA,NA,157961,11.9701034460972,15038301,16.5261109046794,68,35,153,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6870","tt1314655","0","Devil",2010,"Horror, Mystery, Thriller","USA","English, Ukrainian, Spanish","A group of people are trapped in an elevator and the Devil is mysteriously amongst them.",6.2,127717,107,4.67282883446191,33601190,17.3300720409729,62695489,17.9538000572414,44,360,278,0.3142,-0.1669,-0.0995,-0.2192,-0.0539,23.8803,0.5938,0.477,80,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"6871","tt1315981","0","A Single Man",2009,"Drama, Romance","USA","English, Spanish","An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.",7.6,104394,NA,NA,9176000,16.0321019377913,24964890,17.0329809957385,77,281,298,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6872","tt1316037","0","Birdemic: Shock and Terror",2010,"Horror, Thriller","USA","English","A horde of mutated birds descends upon the quiet town of Half Moon Bay, California. With the death toll rising, Two citizens manage to fight back, but will they survive Birdemic?",1.8,20840,NA,NA,NA,NA,NA,NA,NA,278,100,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6873","tt1316536","0","The Loved Ones",2009,"Horror, Thriller","Australia","English","When Brent turns down his classmate Lola's invitation to the prom, she concocts a wildly violent plan for revenge.",6.6,36530,NA,NA,NA,NA,358399,12.7894021699004,NA,143,197,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6874","tt1316540","0","A torinói ló",2011,"Drama","Hungary, France, Switzerland, Germany, USA","Hungarian, German","A rural farmer is forced to confront the mortality of his faithful horse.",7.8,15416,NA,NA,56391,10.9400648502847,162088,11.995894676606,80,77,179,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6875","tt1316622","0","Wrecked",2010,"Adventure, Drama, Mystery","USA, Canada","English","A man wakes in a car wreck at the bottom of a ravine must overcome incredible odds to survive.",5.3,15305,NA,NA,8020,8.98969370086056,229532,12.343797732314,61,61,78,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6876","tt1318044","0","American Virgin",2009,"Comedy","USA","English","A night of debauchery threatens a sexually abstinent student's college standing.",4.3,7560,NA,NA,NA,NA,NA,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6877","tt1318514","0","Rise of the Planet of the Apes",2011,"Action, Drama, Sci-Fi","USA, UK, Canada","English, Sign Languages","A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.",7.6,490488,NA,NA,176760185,18.9903044848431,481800873,19.9930414600986,68,713,560,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6878","tt1319704","0","Chatroom",2010,"Drama, Thriller","UK","English","5 teenagers are introduced to each other in a chatroom called ""Chelsea Teens!"", all with different personalities. But when one shows its darker side, it threatens the life of the others.",5.5,8711,NA,NA,NA,NA,683912,13.4355845333572,NA,47,67,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6879","tt1319718","0","Da bing xiao jiang",2010,"Action, Adventure, Comedy","China, Hong Kong","Mandarin","An old soldier kidnaps a young General of an enemy state and takes him on a long journey to collect the reward.",6.9,14374,NA,NA,NA,NA,5186427,15.4615555787526,NA,32,59,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6880","tt1320082","0","Le concert",2009,"Comedy, Drama, Music","France, Italy, Romania, Belgium","French, Russian","Thirty years ago Bolshoi Orchestra conductor Andreï Filipov was fired for hiring Jewish musicians. Now a lowly janitor, an opportunity arises to gather his old musicians to go and pose as the official Buolshoi orchestra in Paris.",7.6,17186,NA,NA,657986,13.3969389334854,41146351,17.5326458055783,60,54,112,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6881","tt1320239","0","Burke and Hare",2010,"Comedy, Crime, History","UK","English","A black comedy about two nineteenth century grave robbers, who find a lucrative business providing cadavers for an Edinburgh medical school.",6.2,19152,NA,NA,4833,8.48322267184508,4791599,15.3823747341407,46,61,138,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6882","tt1320244","0","The Last Exorcism",2010,"Horror, Mystery, Thriller","France, USA","English","A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.",5.6,47426,1800000,14.4032972228664,41034350,17.529920078784,69432527,18.0558660044376,63,331,321,0.1846,-0.2841,-0.1003,-0.1893,-0.134,20.7174,0.6731,0.4393,87,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"6883","tt1320253","0","The Expendables",2010,"Action, Adventure, Thriller","USA, Bulgaria, Spain, Germany","English, Spanish","A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.",6.5,321130,NA,NA,103068524,18.4509046065456,274470394,19.4303539588167,45,770,441,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6884","tt1320261","1","Gulliver's Travels",2010,"Adventure, Comedy, Family","USA","English","Travel writer Lemuel Gulliver takes an assignment in Bermuda but ends up on the island of Lilliput, where he towers over its tiny citizens.",4.9,64747,NA,NA,42779261,17.571563987042,237382724,19.2851842657985,33,131,186,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6885","tt1320291","0","The Reef",2010,"Adventure, Drama, Horror","Australia","English","A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.",5.8,16905,NA,NA,NA,NA,67753,11.1236240182044,NA,147,107,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6886","tt1321509","0","Death at a Funeral",2010,"Comedy","USA","English","A funeral ceremony turns into a debacle of exposed family secrets and misplaced bodies.",5.7,46189,207,5.33271879326537,42739347,17.5706305293109,49050886,17.7083688070133,51,137,115,0.2267,-0.0469,0.028,-0.0225,0.1377,24.2116,0.6222,0.3921,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6887","tt1321511","0","Oldboy",2013,"Action, Drama, Mystery","USA","English","Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason.",5.7,67531,NA,NA,2193658,14.601081027995,5186767,15.4616211323323,49,298,264,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6888","tt1321860","0","The Beaver",2011,"Drama","USA, United Arab Emirates","English","A troubled husband and executive adopts a beaver hand-puppet as his sole means of communication.",6.6,46813,NA,NA,970816,13.7858922339513,7294800,15.8026723235248,60,165,287,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6889","tt1321870","0","Gangster Squad",2013,"Action, Crime, Drama","USA","English","It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",6.7,203841,NA,NA,46000903,17.6441715846955,105200903,18.4713824418812,40,306,433,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6890","tt1322269","0","August: Osage County",2013,"Comedy, Drama","USA","English","A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them.",7.2,83412,NA,NA,37738810,17.446199565876,74188937,18.1221255999865,58,317,319,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6891","tt1322312","0","Going the Distance",2010,"Comedy, Romance","USA","English","A romantic comedy centered on a guy and a gal who try to keep their love alive as they shuttle back and forth between New York and San Francisco to see one another.",6.3,56184,NA,NA,17804299,16.6949505029557,42059111,17.5545865915437,51,126,170,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6892","tt1322385","0","Submarino",2010,"Drama","Denmark, Sweden","Danish","Two brothers meet at their mother's funeral, each in his way on a path of self-destruction, both haunted by a tragedy in their youth.",7.5,9179,NA,NA,NA,NA,815998,13.6121671829628,NA,9,42,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
